pmid,source,projects_for_source,source_found,source_status,reason,journal_or_container,source_primary_path,article_path,tables_path_or_glob,table_files,title,table_count,coord_table_count,supplement_cue_count,incomplete_cue_count,html_path_count,incomplete_cues,evidence_signals,evidence_snippet
23508477,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23508477.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23508477.html,,,The neural correlates of beauty comparison,0,0,2,0,1,,table_expansion_links:3|table_external_links:0|table_placeholders:16|example_link:scan.nst026/T1.expansion.html,"nd left IPS ( x, y, z = −36, −58, 52), the DMPFC ( x, y, z = 0, 26, 43), and the cerebellum ( x, y, z = −39, −64, −32). View this table: In this window In a new window Table 1 Distance effects: anatomical locations and coordinates of activation In accorda"
23574585,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23574585.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23574585.html,,,MIT Press Journals - Journal of Cognitive Neuroscience - Full Text,32,4,0,0,1,,coord_tables:4|coord_keyword_tables:8|xyz_header_tables:4|max_triplets_in_table:2,Hello. Sign in to personalize your visit. New user? Register now . UNIV OF TEXAS AT AUSTIN Home >> List of Issues >> Table of Contents >> Full Text << previous article | next article >> Quick Tools Email to a Colleague Add Article to Favorites Alert Me When new articles cite this article RSS (TOC Alert) RSS (Citation Alert) Download to Citation Man
23620602,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23620602.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23620602.html,,,Do you mean me? Communicative intentions recruit the mirror and the mentalizing system,0,0,0,0,1,,table_expansion_links:1|table_external_links:0|table_placeholders:9|example_link:scan.nst062/T1.expansion.html,nd- and third-person interaction. The peak activity and stereotaxic coordinates for activations are listed in Table 1 . View this table: In this window In a new window Table 1 The voxels with the highest value for the main effect Intention and Orientation
23644912,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,Psychopharmacology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Psychopharmacology/23644912.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Psychopharmacology/23644912.html,,,Greater Risk-Sensitivity of Dorsolateral Prefrontal Cortex in Young Smokers than in Nonsmokers - PMC,5,3,2,0,1,,coord_tables:3|coord_keyword_tables:3|xyz_header_tables:3|max_triplets_in_table:22,"Region X Y Z Max Z Cluster Size Pumps Avg > Control Avg R/L parietal cortex, R DLPFC, R insula, R/L middle frontal gyrus, R/L superior frontal gyrus, cingulate cortex, R/L occiptial cortex, R/L nucleus accumbens, R/L caudate, cerebellum, R/L thalamus 40 -44 42 7.34 48774 Control Avg > Pumps Avg R/L supramarginal gyrus 58 -20 26 7.41 36722 -58 -24 2"
23696200,ace_html,projects/social/v3-search-all_pmids,True,found,tables_present_no_coordinate_content,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23696200.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23696200.html,,,"Compassion Training Alters Altruism and Neural Responses to Suffering - Helen Y. Weng, Andrew S. Fox, Alexander J. Shackman, Diane E. Stodola, Jessica Z. K. Caldwell, Matthew C. Olson, Gregory M. Rogers, Richard J. Davidson, 2013",1,0,4,0,1,,table_count:1|no_coord_table_detected,"Compassion Training Alters Altruism and Neural Responses to Suffering - Helen Y. Weng, Andrew S. Fox, Alexander J. Shackman, Diane E. Stodola, Jessica Z. K. Caldwell, Matthew C. Olson, Gregory M. Rogers, Richard J. Davidson, 2013 Compassion Training Alters Altruism and Neural Responses to Suffering - Helen Y. Weng, Andrew S. Fox, Alexander J. Shack"
23707590,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,NeuroImage,/home/zorro/repos/autonima-results/articles/ace_outputs/html/NeuroImage/23707590.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/NeuroImage/23707590.html,,,Risk-taking and social exclusion in adolescence: Neural mechanisms underlying peer influences on decision-making - PMC,3,3,2,0,1,,coord_tables:3|coord_keyword_tables:3|xyz_header_tables:3|max_triplets_in_table:64,MNI Area t k x y z Go Decisions > Stop Decisions Right superior frontal gyrus 5.01 67 18 -3 51 Right ventral striatum (caudate) 4.48 145 6 9 -3 Left ventral striatum (lentiform nucleus) 4.25 27 -12 0 -9 Left insula 4.23 30 -36 12 9 Left superior frontal gyrus 4.18 43 -12 0 63 Stop Decisions > Go Decisions Right superior temporal gyrus 9.81 2004 48 
23708507,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology/23708507.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology/23708507.html,,,"Association Between Nicotine Dependence Severity, BOLD Response to Smoking Cues, and Functional Connectivity - PMC",3,3,5,0,1,,coord_tables:3|coord_keyword_tables:3|xyz_header_tables:3|max_triplets_in_table:24,"Contrast Region BA Max Z Voxels x y z Smoking > Food Medial frontal gyrus (L) 10 6.61 7670 -10 48 6 Supramarginal gyrus, posterior division (L) 40 10 6839 -60 -46 32 Middle temporal gyrus, posterior division (R) 21 6.88 3460 62 -24 -14 Posterior cingulate gyrus (L) 23 7.05 3400 0 -20 34 Supramarginal gyrus, posterior division (R) 40 8.75 2684 58 -4"
23720575,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23720575.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23720575.html,,,Reward-related neural responses are dependent on the beneficiary,0,0,0,0,1,,table_expansion_links:2|table_external_links:0|table_placeholders:13|example_link:scan.nst077/T1.expansion.html,"atum was more active when playing for Self and Friend, whereas the mPFC was selectively active when playing for Friend. View this table: In this window In a new window Table 1 Brain regions identified in the repeated measures ANOVA for Person, with levels"
23740868,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23740868.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23740868.html,,,The neural correlates of ‘vitality form’ recognition: an fMRI study,0,0,4,0,1,,table_expansion_links:3|table_external_links:0|table_placeholders:15|example_link:scan.nst068/T1.expansion.html,phere in the ventral and dorsal premotor cortex and in the insula (see Table 1 for coordinates and statistical values). View this table: In this window In a new window Table 1 Cerebral activity during the observation of what and how tasks vs implicit base
23773952,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,Drug and alcohol dependence,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Drug and alcohol dependence/23773952.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Drug and alcohol dependence/23773952.html,,,Neural Mechanisms of Risky Decision-Making and Reward Response in Adolescent Onset Cannabis Use Disorder - PMC,3,1,3,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:0|max_triplets_in_table:53,Regions Cluster Voxel Size Peak Z value X MNI Y MNI Z MNI CUD > Controls with Psychopathology Left superior parietal lobule/ Left lateral occipital cortex/ Precuneus 809 3.45 Left Superior parietal lobule 3.45 -26 -58 64 Left Superior parietal lobule 3.33 -34 -46 52 Left Lateral occipital cortex 3.16 -18 -60 70 Left Precuneus 3.08 -12 -60 54 Right 
23876243,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23876243.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/23876243.html,,,Sex differences in the development of brain mechanisms for processing biological motion,6,3,2,0,1,,coord_tables:3|coord_keyword_tables:5|xyz_header_tables:0|max_triplets_in_table:13,"Brain region Peak X Peak Y Peak Z F p # voxels Adults R FG and pSTS 38 - 47 - 12 8.506673 < 0.001 32,686 R MTG 59 - 29 - 9 - 4.761655 < 0.001 7311 R angular gyrus 47 - 50 33 - 5.274103 < 0.001 5662 Dorsolateral and dorsomedial PFC 26 49 21 - 7.468684 < 0.001 50,145 R anterior insula 32 16 - 9 - 4.345913 < 0.001 2112 Precuneus and middle occipital g"
23887810,ace_html,projects/social/v3-search-all_pmids,True,found,tables_present_no_coordinate_content,Social cognitive and affective neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Social cognitive and affective neuroscience/23887810.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Social cognitive and affective neuroscience/23887810.html,,,fMRI investigation of the effects of belief in free will on third-party punishment | Social Cognitive and Affective Neuroscience | Oxford Academic,5,0,5,0,1,,table_count:5|no_coord_table_detected,fMRI investigation of the effects of belief in free will on third-party punishment | Social Cognitive and Affective Neuroscience | Oxford Academic fMRI investigation of the effects of belief in free will on third-party punishment | Social Cognitive and Affective Neuroscience | Oxford Academic Skip to Main Content Advertisement Journals Books Search
23966584,ace_html,projects/decision_making/v2,True,found,missed_in_main_text,"Cerebral cortex (New York, N.Y. : 1991)","/home/zorro/repos/autonima-results/articles/ace_outputs/html/Cerebral cortex (New York, N.Y. : 1991)/23966584.html","/home/zorro/repos/autonima-results/articles/ace_outputs/html/Cerebral cortex (New York, N.Y. : 1991)/23966584.html",,,"Risk-Taking Behavior: Dopamine D2/D3 Receptors, Feedback, and Frontolimbic Activity - PMC",2,2,0,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:0|max_triplets_in_table:13,Brain region Cluster size (voxels) x b y z Z- statistic Contrast: Pumping an active balloon Cluster #1 c 2414 Occipital cortex (L/R d ) 2 -84 -6 5.52 Cluster #2 1749 Insula cortex (R) 32 24 -2 5.52 Middle frontal gyrus (R) 38 46 26 4.52 Orbital frontal cortex (R) 30 22 -12 4.51 Inferior frontal gyrus (R) 54 12 4 3.55 Cluster #3 1312 Anterior cingul
23988759,ace_html,projects/social/v3-search-all_pmids,True,found,tables_present_no_coordinate_content,Social cognitive and affective neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Social cognitive and affective neuroscience/23988759.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Social cognitive and affective neuroscience/23988759.html,,,neuroimaging investigation of attribute framing and individual differences | Social Cognitive and Affective Neuroscience | Oxford Academic,5,0,1,0,1,,table_count:5|no_coord_table_detected,neuroimaging investigation of attribute framing and individual differences | Social Cognitive and Affective Neuroscience | Oxford Academic neuroimaging investigation of attribute framing and individual differences | Social Cognitive and Affective Neuroscience | Oxford Academic Skip to Main Content Advertisement Journals Books Search Menu AI Discove
24051621,ace_html,projects/social/v3-search-all_pmids,True,found,supplement_only_or_referenced,Neuropsychobiology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychobiology/24051621.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychobiology/24051621.html,,,Automatic and Intentional Brain Responses during Evaluation of Face Approachability: Correlations with Trait Anxiety | Neuropsychobiology | Karger Publishers,0,0,1,0,1,,supplement_cue:Supplementary,lished Online: September 13 2013 Content Tools Views Icon Views Open Menu Article contents Figures & tables Video Audio Supplementary Material Peer Review Share Icon Share Facebook X LinkedIn Email Tools Icon Tools Open Menu Cite Icon Cite Get Permissio
24068815,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24068815.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24068815.html,,,Right Supramarginal Gyrus Is Crucial to Overcome Emotional Egocentricity Bias in Social Judgments | Journal of Neuroscience,0,0,0,0,1,,table_expansion_links:0|table_external_links:4|table_placeholders:0|example_link:/highwire/markup/564332/expansion?width=1000&height=500&iframe=true&postprocessors=highwire_tables%2Chighwire_reclass%2Chighwire_figures%2Chighwire_math%2Chighwire_inline_linked_media%2Chighwire_embed,"timulation for the other person (maggots). d , Screenshot of the visual analog scale used to deliver emotion judgments. View this table: View inline View popup Table 1. List of stimuli This experimental setup resulted in a three-factorial design ( Fig. 2"
24084068,ace_html,projects/social/v3-search-all_pmids,True,found,tables_present_no_coordinate_content,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24084068.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24084068.html,,,Revealing the neural networks associated with processing of natural social interaction and the related effects of actor-orientation and face-visibility,1,0,9,0,1,,table_count:1|no_coord_table_detected,Revealing the neural networks associated with processing of natural social interaction and the related effects of actor-orientation and face-visibility Revealing the neural networks associated with processing of natural social interaction and the related effects of actor-orientation and face-visibility Register Login OpenAthens login Login via your
24097375,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24097375.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24097375.html,,,Rough primes and rough conversations: evidence for a modality-specific basis to mental metaphors,0,0,0,0,1,,table_expansion_links:4|table_external_links:0|table_placeholders:17|example_link:scan.nst163/T1.expansion.html,s) and IFG. ( B ) Judging the SCI when primed with rough relative to smooth touch revealed similar areas in SI and IFG. View this table: In this window In a new window Table 1 Results of random effects analysis for social coordination judgments A comparis
24186078,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Psychopharmacology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Psychopharmacology/24186078.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Psychopharmacology/24186078.html,,,Neural responses to subliminally presented cannabis and other emotionally evocative cues in cannabis-dependent individuals - PMC,2,1,2,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:10,Region Cluster size (voxels) MNI coordinates T values x y z Cannabis cues > neutral cues L ventral striatum/amy 579 -10 10 -4 4.25 R ventral striatum 209 10 8 -6 4.14 L insula 150 -42 2 4 3.52 Sexual cues > neutral cues L ventral striatum 893 -8 6 2 4.40 L insula 378 -30 26 -6 4.71 R insula 287 36 22 -8 4.42 R hippo/amy 187 18 -14 -24 3.86 L perige
24261848,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Addiction biology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/24261848.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/24261848.html,,,Memory retrieval of smoking-related images induce greater insula activation as revealed by an fMRI based delayed matching to sample task - PMC,2,1,0,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:20,"Brain Area Brodmann Area X Y Z Z-Max Voxels Smoking > Neutral Encoding: left parahippocampal gyrus, bilateral posterior cingulate cortex, bilateral precuneus, left superior, middle, inferior temporal gyrus, left fusiform gyrus 7, 19, 21, 22, 23, 29, 30, 37 -48 -48 -4 5.78 12750 bilateral cerebellar crus I and II, right inferior temporal gyrus, righ"
24275010,elsevier_output,projects/cue_reactivity/v5,True,found,missed_in_main_text,elsevier_output,/home/zorro/repos/autonima-results/articles/elsevier_output/24275010/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/24275010/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/24275010/tables/*.csv,/home/zorro/repos/autonima-results/articles/elsevier_output/24275010/tables/01_tbl0005.csv|/home/zorro/repos/autonima-results/articles/elsevier_output/24275010/tables/02_tbl0010.csv|/home/zorro/repos/autonima-results/articles/elsevier_output/24275010/tables/03_tbl0015.csv,Acute stress-induced cortisol elevations mediate reward system activity during subconscious processing of sexual stimuli,3,1,0,0,0,,table_count:3|coord_tables:1|coord_keywords:1|triplets:22|xyz_markers:1,"Region,L/R,Cluster size,Z,x,y,z,p •Local maxima,•Local maxima,•Local maxima,•Local maxima,•Local maxima,•Local maxima,•Local maxima,•Local maxima Contrast Sex>Fix,Contrast Sex>Fix,Contrast Sex>Fix,Contrast Sex>Fix,Contrast Sex>Fix,Contrast Sex>Fix,Contrast Sex>Fix,Contrast Sex>Fix Inferior lateral occipital cortex,R,1727,4.94,50,-74,10,<.0001 Orbit"
24304235,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,"Addiction (Abingdon, England)","/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction (Abingdon, England)/24304235.html","/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction (Abingdon, England)/24304235.html",,,fMRI Response to Alcohol Pictures Predicts Subsequent Transition to Heavy Drinking in College Students - PMC,4,1,0,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:5,"Anatomic Region (BA) Talairach Coordinates F(2,40) Group Activation Mean (SD) x, y, z Continuously Moderate Transitioned to Heavy Continuously Heavy Bilateral caudate, left thalamus, left mid-insula ( 13 ) 3, -9, 9 8.39 -0.37 (0.69) 0.57 (0.69) * § 0.01 (0.41) Bilateral medial frontal gyrus, anterior cingulate ( 10 , 32 ) 0, -57, 3 6.36 -0.27 (1.14"
24314346,elsevier_output,projects/cue_reactivity/v5,True,found,tables_present_no_coordinate_content,elsevier_output,/home/zorro/repos/autonima-results/articles/elsevier_output/24314346/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/24314346/article.xml,/home/zorro/repos/autonima-results/articles/elsevier_output/24314346/tables/*.csv,/home/zorro/repos/autonima-results/articles/elsevier_output/24314346/tables/01_t0005.csv,Genetic Variation in the Atrial Natriuretic Peptide Transcription Factor GATA4 Modulates Amygdala Responsiveness in Alcohol Dependence,1,0,6,0,0,,table_count:1|coord_keywords:0|triplets:2|no_coord_table_detected,"<full-text-retrieval-response xmlns=""http://www.elsevier.com/xml/svapi/article/dtd"" xmlns:bk=""http://www.elsevier.com/xml/bk/dtd"" xmlns:cals=""http://www.elsevier.com/xml/common/cals/dtd"" xmlns:ce=""http://www.elsevier.com/xml/common/dtd"" xmlns:ja=""http://www.elsevier.com/xml/ja/dtd"" xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:sa=""http://www"
24317375,ace_html,projects/decision_making/v2,True,found,tables_present_no_coordinate_content,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology/24317375.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology/24317375.html,,,Attenuated Insular Processing During Risk Predicts Relapse in Early Abstinent Methamphetamine-Dependent Individuals - PMC,6,0,1,0,1,,table_count:6|no_coord_table_detected,Attenuated Insular Processing During Risk Predicts Relapse in Early Abstinent Methamphetamine-Dependent Individuals - PMC Attenuated Insular Processing During Risk Predicts Relapse in Early Abstinent Methamphetamine-Dependent Individuals - PMC Skip to main content An official website of the United States government Here's how you know Here's how yo
24400099,pubget,projects/cue_reactivity/v5,True,found,tables_present_no_coordinate_content,pubget_data,/home/zorro/repos/autonima-results/projects/cue_reactivity/v5/retrieval/pubget_data/articles/61f/pmcid_3882248/article.xml,/home/zorro/repos/autonima-results/projects/cue_reactivity/v5/retrieval/pubget_data/articles/61f/pmcid_3882248/article.xml,/home/zorro/repos/autonima-results/projects/cue_reactivity/v5/retrieval/pubget_data/articles/61f/pmcid_3882248/tables/tables.xml,/home/zorro/repos/autonima-results/projects/cue_reactivity/v5/retrieval/pubget_data/articles/61f/pmcid_3882248/tables/tables.xml,Cue Reactivity Is Associated with Duration and Severity of Alcohol Dependence: An fMRI Study,1,0,7,0,0,,table_count:1|coord_keywords:0|triplets:0|no_coord_table_detected,PMC3882248 PMC3882248.1 3882248 3882248 24400099</article-
24478673,pubget,projects/vbm_of_substance_use/v2,True,found,tables_present_no_coordinate_content,pubget_data,/home/zorro/repos/autonima-results/projects/vbm_of_substance_use/v2/retrieval/pubget_data/articles/11a/pmcid_3894477/article.xml,/home/zorro/repos/autonima-results/projects/vbm_of_substance_use/v2/retrieval/pubget_data/articles/11a/pmcid_3894477/article.xml,/home/zorro/repos/autonima-results/projects/vbm_of_substance_use/v2/retrieval/pubget_data/articles/11a/pmcid_3894477/tables/tables.xml,/home/zorro/repos/autonima-results/projects/vbm_of_substance_use/v2/retrieval/pubget_data/articles/11a/pmcid_3894477/tables/tables.xml,"Reduced Frontal Brain Volume in Non-Treatment-Seeking Cocaine-Dependent Individuals: Exploring the Role of Impulsivity, Depression, and Smoking",1,0,1,0,0,,table_count:1|coord_keywords:0|triplets:0|no_coord_table_detected,PMC3894477 PMC3894477.1 3894477 3894477 24478673</article-
24483366,ace_html,projects/vbm_of_substance_use/v2,True,found,tables_present_no_coordinate_content,"Alcoholism, clinical and experimental research","/home/zorro/repos/autonima-results/articles/ace_outputs/html/Alcoholism, clinical and experimental research/24483366.html","/home/zorro/repos/autonima-results/articles/ace_outputs/html/Alcoholism, clinical and experimental research/24483366.html",,,Relationship Between Brain Volumetric Changes and Interim Drinking at Six Months in Alcohol‐Dependent Patients - Segobin - 2014 - Alcoholism: Clinical and Experimental Research - Wiley Online Library,2,0,4,0,1,,table_count:2|no_coord_table_detected,Relationship Between Brain Volumetric Changes and Interim Drinking at Six Months in Alcohol‐Dependent Patients - Segobin - 2014 - Alcoholism: Clinical and Experimental Research - Wiley Online Library Relationship Between Brain Volumetric Changes and Interim Drinking at Six Months in Alcohol‐Dependent Patients - Segobin - 2014 - Alcoholism: Clinical
24529072,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Addiction biology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/24529072.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/24529072.html,,,Right anterior insula connectivity is important for cue-induced craving in nicotine-dependent smokers - PMC,3,2,0,0,1,,coord_tables:2|coord_keyword_tables:2|xyz_header_tables:2|max_triplets_in_table:14,Peak activation (MNI) Anatomical region Cluster Cluster (voxels) p Value Side x y z Z Occipital Pole 1 18471 4.11e-15 R 12 -96 6 5.8 Posterior Cingulate Gyrus L -4 -42 8 5.8 L/R 0 -36 14 4.98 Frontal Pole L -32 46 -12 5.73 Occipital Pole R 22 -94 16 5.41 Lateral Occipital Cortex R 36 -80 4 5.1 R 32 -86 12 4.97
24633532,ace_html,projects/social/v3-search-all_pmids,True,found,tables_present_no_coordinate_content,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24633532.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24633532.html,,,"Neural correlates of attributing causes to the self, another person and the situation",1,0,1,0,1,,table_count:1|no_coord_table_detected,"Neural correlates of attributing causes to the self, another person and the situation Neural correlates of attributing causes to the self, another person and the situation Skip Navigation Oxford Journals Contact Us My Basket My Account Social Cognitive & Affective Neurosci About This Journal Contact This Journal Subscriptions View Current Issue (Vo"
24639542,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,Proceedings of the National Academy of Sciences of the United States of America,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Proceedings of the National Academy of Sciences of the United States of America/24639542.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Proceedings of the National Academy of Sciences of the United States of America/24639542.html,,,Attributing awareness to oneself and to others - PMC,1,1,1,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:0|max_triplets_in_table:14,Area Peak Centroid ML AP DV ML AP DV Left TPJ 44 65 45 41 62 38 Right TPJ -50 65 36 -43 61 39 Left DLPC 47 8 45 39 -3 47 Right DLPC -56 -14 6 -44 -12 37 Left APC 41 -33 11 47 -20 -4 Right APC -50 -20 -4 -41 -34 2 SMA -2 -20 51 0 -17 53
24652858,ace_html,projects/social/v3-search-all_pmids,True,found,tables_linked_not_fetched,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24652858.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24652858.html,,,Acting on social exclusion: neural correlates of punishment and forgiveness of excluders,0,0,2,0,1,,table_expansion_links:2|table_external_links:0|table_placeholders:14|example_link:scan.nsu045/T1.expansion.html,"rs represent standard error of the mean). BI, beneficial inequality; NCI, non-costly inequality; CI, costly inequality. View this table: In this window In a new window Table 1 Brain regions revealed by whole-brain contrasts when participants made an alloc"
24666131,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24666131.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24666131.html,,,MIT Press Journals - Journal of Cognitive Neuroscience - Full Text,29,4,0,0,1,,coord_tables:4|coord_keyword_tables:11|xyz_header_tables:0|max_triplets_in_table:3,Hello. Sign in to personalize your visit. New user? Register now . UNIV OF TEXAS AT AUSTIN Home >> List of Issues >> Table of Contents >> Full Text << previous article | next article Quick Tools Email to a Colleague Add Article to Favorites Alert Me When new articles cite this article RSS (TOC Alert) RSS (Citation Alert) Download to Citation Manage
24695721,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,The Journal of neuroscience : the official journal of the Society for Neuroscience,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/24695721.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/The Journal of neuroscience : the official journal of the Society for Neuroscience/24695721.html,,,Nipping Cue Reactivity in the Bud: Baclofen Prevents Limbic Activation Elicited by Subliminal Drug Cues - PMC,2,1,0,0,1,,coord_tables:1|coord_keyword_tables:1|xyz_header_tables:1|max_triplets_in_table:17,Region Hemisphere MNI coordinates T -values x y z A priori regions Nucleus accumbens L -14 4 -8 -3.86 R 16 4 -10 -3.57 Ventral pallidum L -14 4 -6 -3.83 R 16 -2 -8 -4.19 Amygdala L -18 0 -20 -3.48 R 18 -4 -12 -3.55 Orbitofrontal cortex L -26 22 -26 -4.20 R 32 14 -20 -3.36 Midbrain L -4 -16 -18 -3.32 R 0 -20 -20 -3.29 Non-a priori regions Uncus L -3
24700584,ace_html,projects/social/v3-search-all_pmids,True,found,missed_in_main_text,pond,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24700584.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/pond/24700584.html,,,Reflections of Oneself: Neurocognitive Evidence for Dissociable Forms of Self-Referential Recollection | Cerebral Cortex | Oxford Academic,13,8,0,0,1,,coord_tables:8|coord_keyword_tables:8|xyz_header_tables:0|max_triplets_in_table:18,Hemisphere . Region . BA . x . y . z . Voxels . Agentic old > Control T -value . Agentic new > Control T -value . Conceptual old > Control T -value . Conceptual new > Control T -value . Independ-ent contrasts conjunct-ion T -value . Medial PFC ROI Left Superior frontal gyrus 10 -12 59 25 68 4.87 4.72 6.44 5.45 3.73 Whole-brain analysis Bilateral Pr
24720731,ace_html,projects/cue_reactivity/v5,True,found,missed_in_main_text,Addiction biology,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/24720731.html,/home/zorro/repos/autonima-results/articles/ace_outputs/html/Addiction biology/24720731.html,,,Orbitofrontal response to drug‐related stimuli after heroin administration - Walter - 2015 - Addiction Biology - Wiley Online Library,4,3,0,0,1,,coord_tables:3|coord_keyword_tables:3|xyz_header_tables:3|max_triplets_in_table:6,"Area Cluster size (voxels) Cluster P -value (FWE corrected) MNI coordinates of cluster maximum (x y z) Hemisphere Z-value at voxel level Patients < Control Medial frontal gyrus (OFC), Middle frontal gyrus 4681 0.003 2 29-17 R 4.07 32 51-11 R 3.97 3 54-5 R 3.79 Patients > Control None"
